,Name,Address,Venue,Venue Latitude,Venue Longitude,Venue Category
66,Addington,"Addington, Croydon",Hampton by Hilton London Croydon,51.3777351972702,-0.09646115208186676,Hotel
67,Addington,"Addington, Croydon",Keston Wyevale Garden Centre,51.37022010752369,0.04041833954287877,Garden Center
68,Addington,"Addington, Croydon",The Treehouse,51.36521251522581,-0.09916231164202625,Pub
69,Addington,"Addington, Croydon",Smoothbean!,51.3750646220145,-0.09415403295238013,Coffee Shop
70,Addington,"Addington, Croydon",Bad Apple,51.37340265763354,-0.09930829526835787,Nightclub
71,Addington,"Addington, Croydon",Zara,51.37647630258857,-0.10173977039935732,Clothing Store
72,Addington,"Addington, Croydon",Sangri,51.36852191929014,-0.0992887201008723,Indian Restaurant
73,Addington,"Addington, Croydon",Thai Express UK,51.37502918435571,-0.0936379465804956,Thai Restaurant
74,Addington,"Addington, Croydon",The Crown & Pepper,51.36911896641011,-0.09955034051567693,Pub
75,Addington,"Addington, Croydon",PureGym Purley,51.34464739165369,-0.10547056137951942,Gym / Fitness Center
76,Addington,"Addington, Croydon",Co-op Food,51.34233,-0.016238,Grocery Store
77,Addington,"Addington, Croydon",Co-op Food,51.36963708388733,0.0011157989501953125,Grocery Store
78,Addington,"Addington, Croydon",Whyteleafe Park,51.31032631352596,-0.07638106153835758,Park
79,Addington,"Addington, Croydon",The Sir Julian Huxley (Wetherspoon),51.343511472324515,-0.06250814424049496,Pub
80,Addington,"Addington, Croydon",Costa Coffee,51.37743476521787,0.010562340933130299,Coffee Shop
81,Addington,"Addington, Croydon",BP,51.31343624057608,-0.08178929207456713,Gas Station
82,Addington,"Addington, Croydon",Greyhound,51.36265019820394,0.027592272281245504,Pub
83,Addington,"Addington, Croydon",Addington Court Golf Course,51.34605520068359,-0.033949770964008,Golf Course
84,Addington,"Addington, Croydon",Shell,51.34601603,-0.01991542,Gas Station
85,Addington,"Addington, Croydon",Biggin Hill Airport (BQH) (Biggin Hill Airport),51.331793993113436,0.02884489448709129,Airport
86,Addington,"Addington, Croydon",Co-op Food,51.31934812010607,-0.06437301635742188,Grocery Store
87,Addington,"Addington, Croydon",The Harrow,51.319529892801754,-0.042738247536300636,Gastropub
88,Addington,"Addington, Croydon",Upper Warlingham Railway Station (UWL),51.30863759305586,-0.0778672101842054,Train Station
89,Addington,"Addington, Croydon",The George,51.379378523697476,0.01842424351900265,Pub
90,Addington,"Addington, Croydon",Iceland,51.37752264558914,0.010397750980128054,Grocery Store
91,Addington,"Addington, Croydon",The Fox Inn,51.36197794100467,0.027546576410532698,Pub
92,Addington,"Addington, Croydon",Crown Inn,51.339741101971846,0.030469894409179688,Pub
93,Addington,"Addington, Croydon",Wickes,51.36996588256558,0.00029913838756389624,Hardware Store
94,Addington,"Addington, Croydon",Sainsbury's,51.30766573613281,-0.04379778977125433,Supermarket
95,Addington,"Addington, Croydon",The Warren,51.37058788348152,0.008660958990710978,Pub
96,Addington,"Addington, Croydon",Aldi,51.34518083276847,-0.05916749586594867,Supermarket
97,Addington,"Addington, Croydon",The Horseshoe,51.30937768245966,-0.053362895241560966,Pub
98,Addington,"Addington, Croydon",New Addington London Tramlink Stop,51.34297229134491,-0.017043005968645015,Tram Station
99,Addington,"Addington, Croydon",Co-op Food,51.3259030547366,-0.10114447477216676,Grocery Store
100,Addington,"Addington, Croydon",Sainsbury's,51.34254973558149,-0.062084644099279,Supermarket
101,Addington,"Addington, Croydon",Sainsbury's Local,51.377301421813684,0.010772847977965508,Grocery Store
102,Addington,"Addington, Croydon",La Fitness,51.34427700155548,-0.10618109911044674,Gym / Fitness Center
103,Addington,"Addington, Croydon",The New Inn,51.377470249246045,0.010413370396890246,Gastropub
104,Addington,"Addington, Croydon",Hayes (Kent) Railway Station (HYS),51.37656802429237,0.009487446668373704,Train Station
105,Addington,"Addington, Croydon",The White Lion,51.309434104635116,-0.05410312017881451,Pub
106,Addington,"Addington, Croydon",Purley Beeches,51.34009715375712,-0.09207828918350425,Park
107,Addington,"Addington, Croydon",Purley Downs Golf Club,51.34030788400572,-0.09608006874680032,Golf Course
108,Addington,"Addington, Croydon",Warlingham Green,51.30930722883503,-0.05426020807034247,Plaza
109,Addington,"Addington, Croydon",Knights Garden Centre,51.30635575596797,-0.03793621368355377,Garden Center
110,Addington,"Addington, Croydon",Platform 1,51.32487499887391,-0.10101426049518525,Platform
111,Addington,"Addington, Croydon",Rotary Field,51.341993890186245,-0.11269901153997777,Park
112,Addiscombe,"Addiscombe, Croydon",McDermott's,51.35106319387014,-0.03817555854834322,Fish & Chips Shop
113,Addiscombe,"Addiscombe, Croydon",Addington Hills,51.361781955750864,-0.057415275330287376,Scenic Lookout
114,Addiscombe,"Addiscombe, Croydon",Selsdon Park Golf Club,51.33900025076351,-0.061663959364102815,Golf Course
115,Addiscombe,"Addiscombe, Croydon",The Valet Male Grooming,51.37968832252952,-0.07435943352244162,Cosmetics Shop
116,Addiscombe,"Addiscombe, Croydon",Waitrose & Partners,51.331954862050345,-0.07485570846961309,Supermarket
117,Addiscombe,"Addiscombe, Croydon",Lloyd Park,51.36388169526947,-0.07868766057474852,Park
118,Addiscombe,"Addiscombe, Croydon",Caffè Nero,51.376182623570045,-0.017538422074035977,Coffee Shop
119,Addiscombe,"Addiscombe, Croydon",BOXPARK Croydon,51.37503385473559,-0.09359773391568056,Food Court
120,Addiscombe,"Addiscombe, Croydon",Farleigh Fox Golf Club,51.33212953006185,-0.03379362276732617,Golf Course
121,Addiscombe,"Addiscombe, Croydon",The Ludoquist,51.37153038040552,-0.1003305710260288,Gaming Cafe
122,Addiscombe,"Addiscombe, Croydon",Crushed Bean,51.37099971734288,-0.10017598506483898,Coffee Shop
123,Addiscombe,"Addiscombe, Croydon",The Oval Tavern,51.37821703801175,-0.08757374051557965,Pub
124,Addiscombe,"Addiscombe, Croydon",Karnavar Restaurant,51.365488699667566,-0.09897044841981988,Indian Restaurant
125,Addiscombe,"Addiscombe, Croydon",The Tram Stop,51.380187656637844,-0.07337788601143598,Café
126,Addiscombe,"Addiscombe, Croydon",Scrumpchino's,51.37384678152949,-0.09859866699079116,Café
127,Addiscombe,"Addiscombe, Croydon",Holwood Farm,51.347445,0.043765,Coffee Shop
128,Addiscombe,"Addiscombe, Croydon",Miller & Carter,51.38346421925658,0.0025811885854893136,Steakhouse
129,Addiscombe,"Addiscombe, Croydon",Aqua Bar & Grill,51.36672805229652,-0.09894737644928685,Mediterranean Restaurant
130,Addiscombe,"Addiscombe, Croydon",The Gold Coast Bar & Restaurant,51.39177138157308,-0.06633652235879549,African Restaurant
131,Addiscombe,"Addiscombe, Croydon",Matthews Yard,51.37230273101925,-0.10126906985158975,Coffee Shop
132,Addiscombe,"Addiscombe, Croydon",David Lloyd Beckenham,51.39416286183639,-0.03709063358505084,Gym / Fitness Center
133,Addiscombe,"Addiscombe, Croydon",The White Bear,51.32516703560934,-0.006963114615167868,Pub
134,Addiscombe,"Addiscombe, Croydon",Little Bay,51.36221284124898,-0.09611178562925375,Eastern European Restaurant
135,Addiscombe,"Addiscombe, Croydon",Nando's,51.37280263847501,-0.10018278159571932,Portuguese Restaurant
136,Addiscombe,"Addiscombe, Croydon",Forbidden Planet,51.373321857688026,-0.10266473896997093,Bookstore
137,Addiscombe,"Addiscombe, Croydon",Coqfighter Chicken & Beer,51.37504365206947,-0.0935912005731379,Korean Restaurant
138,Addiscombe,"Addiscombe, Croydon",Park Hill,51.370400643177504,-0.09166717529296875,Park
139,Addiscombe,"Addiscombe, Croydon",Bao Bao,51.37498173152558,-0.09357690811157227,Asian Restaurant
140,Addiscombe,"Addiscombe, Croydon",Uncle Lim's Malaysian Kitchen,51.37521540025681,-0.10045385615353232,Malay Restaurant
141,Addiscombe,"Addiscombe, Croydon",Chilango,51.37489537450802,-0.09358763727531678,Burrito Place
142,Addiscombe,"Addiscombe, Croydon",Dog & Bull,51.373081096937405,-0.10148720048776085,Pub
143,Addiscombe,"Addiscombe, Croydon",The Gym,51.373910527090445,-0.09666983824066672,Gym / Fitness Center
144,Addiscombe,"Addiscombe, Croydon",Brgr&Beer,51.372336275901574,-0.1011514663696289,Burger Joint
145,Addiscombe,"Addiscombe, Croydon",Dragon Quest Adventure Golf,51.3911102535584,-0.05577566513000351,Mini Golf
146,Addiscombe,"Addiscombe, Croydon",Woldingham Golf Course,51.300189397381885,-0.051856364417972145,Golf Course
147,Addiscombe,"Addiscombe, Croydon",Marks & Spencer,51.37742262770705,-0.10201474754521415,Clothing Store
148,Addiscombe,"Addiscombe, Croydon",Preto,51.3724719646455,-0.10015847665116956,Brazilian Restaurant
149,Addiscombe,"Addiscombe, Croydon",UNIQLO,51.375919324675635,-0.10196685791015625,Clothing Store
150,Addiscombe,"Addiscombe, Croydon",Apatura,51.36675953865051,-0.098993,Mediterranean Restaurant
151,Addiscombe,"Addiscombe, Croydon",Galicia,51.36845757906705,-0.09927934900298166,Spanish Restaurant
152,Addiscombe,"Addiscombe, Croydon",Five Guys,51.37334926905838,-0.10018721222877502,Burger Joint
153,Addiscombe,"Addiscombe, Croydon",Afters,51.36560809311127,-0.09913980960845946,Ice Cream Shop
154,Addiscombe,"Addiscombe, Croydon",Anabella's Kitchen,51.3679313659668,-0.09913444519042969,Mediterranean Restaurant
155,Addiscombe,"Addiscombe, Croydon",Costa Coffee,51.37688807055742,-0.10194458376900135,Coffee Shop
156,Addiscombe,"Addiscombe, Croydon",The Breakfast Club,51.37475530606113,-0.09410865345151727,Breakfast Spot
157,Addiscombe,"Addiscombe, Croydon",Hampton by Hilton London Croydon,51.3777351972702,-0.09646115208186676,Hotel
158,Addiscombe,"Addiscombe, Croydon",Keston Wyevale Garden Centre,51.37022010752369,0.04041833954287877,Garden Center
159,Addiscombe,"Addiscombe, Croydon",The Treehouse,51.36521251522581,-0.09916231164202625,Pub
160,Addiscombe,"Addiscombe, Croydon",Smoothbean!,51.3750646220145,-0.09415403295238013,Coffee Shop
161,Addiscombe,"Addiscombe, Croydon",Bad Apple,51.37340265763354,-0.09930829526835787,Nightclub
162,Addiscombe,"Addiscombe, Croydon",Zara,51.37647630258857,-0.10173977039935732,Clothing Store
163,Addiscombe,"Addiscombe, Croydon",Sangri,51.36852191929014,-0.0992887201008723,Indian Restaurant
164,Addiscombe,"Addiscombe, Croydon",Thai Express UK,51.37502918435571,-0.0936379465804956,Thai Restaurant
165,Addiscombe,"Addiscombe, Croydon",The Crown & Pepper,51.36911896641011,-0.09955034051567693,Pub
166,Addiscombe,"Addiscombe, Croydon",PureGym Purley,51.34464739165369,-0.10547056137951942,Gym / Fitness Center
167,Addiscombe,"Addiscombe, Croydon",Co-op Food,51.34233,-0.016238,Grocery Store
168,Addiscombe,"Addiscombe, Croydon",Co-op Food,51.36963708388733,0.0011157989501953125,Grocery Store
169,Addiscombe,"Addiscombe, Croydon",Whyteleafe Park,51.31032631352596,-0.07638106153835758,Park
170,Addiscombe,"Addiscombe, Croydon",The Sir Julian Huxley (Wetherspoon),51.343511472324515,-0.06250814424049496,Pub
171,Addiscombe,"Addiscombe, Croydon",Costa Coffee,51.37743476521787,0.010562340933130299,Coffee Shop
172,Addiscombe,"Addiscombe, Croydon",BP,51.31343624057608,-0.08178929207456713,Gas Station
173,Addiscombe,"Addiscombe, Croydon",Greyhound,51.36265019820394,0.027592272281245504,Pub
174,Addiscombe,"Addiscombe, Croydon",Addington Court Golf Course,51.34605520068359,-0.033949770964008,Golf Course
175,Addiscombe,"Addiscombe, Croydon",Shell,51.34601603,-0.01991542,Gas Station
176,Addiscombe,"Addiscombe, Croydon",Biggin Hill Airport (BQH) (Biggin Hill Airport),51.331793993113436,0.02884489448709129,Airport
177,Addiscombe,"Addiscombe, Croydon",Co-op Food,51.31934812010607,-0.06437301635742188,Grocery Store
178,Addiscombe,"Addiscombe, Croydon",The Harrow,51.319529892801754,-0.042738247536300636,Gastropub
179,Addiscombe,"Addiscombe, Croydon",Upper Warlingham Railway Station (UWL),51.30863759305586,-0.0778672101842054,Train Station
180,Addiscombe,"Addiscombe, Croydon",The George,51.379378523697476,0.01842424351900265,Pub
181,Addiscombe,"Addiscombe, Croydon",Iceland,51.37752264558914,0.010397750980128054,Grocery Store
182,Addiscombe,"Addiscombe, Croydon",The Fox Inn,51.36197794100467,0.027546576410532698,Pub
183,Addiscombe,"Addiscombe, Croydon",Crown Inn,51.339741101971846,0.030469894409179688,Pub
184,Addiscombe,"Addiscombe, Croydon",Wickes,51.36996588256558,0.00029913838756389624,Hardware Store
185,Addiscombe,"Addiscombe, Croydon",Sainsbury's,51.30766573613281,-0.04379778977125433,Supermarket
186,Addiscombe,"Addiscombe, Croydon",The Warren,51.37058788348152,0.008660958990710978,Pub
187,Addiscombe,"Addiscombe, Croydon",Aldi,51.34518083276847,-0.05916749586594867,Supermarket
188,Addiscombe,"Addiscombe, Croydon",The Horseshoe,51.30937768245966,-0.053362895241560966,Pub
189,Addiscombe,"Addiscombe, Croydon",New Addington London Tramlink Stop,51.34297229134491,-0.017043005968645015,Tram Station
190,Addiscombe,"Addiscombe, Croydon",Co-op Food,51.3259030547366,-0.10114447477216676,Grocery Store
191,Addiscombe,"Addiscombe, Croydon",Sainsbury's,51.34254973558149,-0.062084644099279,Supermarket
192,Addiscombe,"Addiscombe, Croydon",Sainsbury's Local,51.377301421813684,0.010772847977965508,Grocery Store
193,Addiscombe,"Addiscombe, Croydon",La Fitness,51.34427700155548,-0.10618109911044674,Gym / Fitness Center
194,Addiscombe,"Addiscombe, Croydon",The New Inn,51.377470249246045,0.010413370396890246,Gastropub
195,Addiscombe,"Addiscombe, Croydon",Hayes (Kent) Railway Station (HYS),51.37656802429237,0.009487446668373704,Train Station
196,Addiscombe,"Addiscombe, Croydon",The White Lion,51.309434104635116,-0.05410312017881451,Pub
197,Addiscombe,"Addiscombe, Croydon",Purley Beeches,51.34009715375712,-0.09207828918350425,Park
198,Addiscombe,"Addiscombe, Croydon",Purley Downs Golf Club,51.34030788400572,-0.09608006874680032,Golf Course
199,Addiscombe,"Addiscombe, Croydon",Warlingham Green,51.30930722883503,-0.05426020807034247,Plaza
200,Addiscombe,"Addiscombe, Croydon",Knights Garden Centre,51.30635575596797,-0.03793621368355377,Garden Center
201,Addiscombe,"Addiscombe, Croydon",Platform 1,51.32487499887391,-0.10101426049518525,Platform
202,Addiscombe,"Addiscombe, Croydon",Rotary Field,51.341993890186245,-0.11269901153997777,Park
203,Albany Park,"Albany Park, Bexley",McDermott's,51.35106319387014,-0.03817555854834322,Fish & Chips Shop
204,Albany Park,"Albany Park, Bexley",Addington Hills,51.361781955750864,-0.057415275330287376,Scenic Lookout
205,Albany Park,"Albany Park, Bexley",Selsdon Park Golf Club,51.33900025076351,-0.061663959364102815,Golf Course
206,Albany Park,"Albany Park, Bexley",The Valet Male Grooming,51.37968832252952,-0.07435943352244162,Cosmetics Shop
207,Albany Park,"Albany Park, Bexley",Waitrose & Partners,51.331954862050345,-0.07485570846961309,Supermarket
208,Albany Park,"Albany Park, Bexley",Lloyd Park,51.36388169526947,-0.07868766057474852,Park
209,Albany Park,"Albany Park, Bexley",Caffè Nero,51.376182623570045,-0.017538422074035977,Coffee Shop
210,Albany Park,"Albany Park, Bexley",BOXPARK Croydon,51.37503385473559,-0.09359773391568056,Food Court
211,Albany Park,"Albany Park, Bexley",Farleigh Fox Golf Club,51.33212953006185,-0.03379362276732617,Golf Course
212,Albany Park,"Albany Park, Bexley",The Ludoquist,51.37153038040552,-0.1003305710260288,Gaming Cafe
213,Albany Park,"Albany Park, Bexley",Crushed Bean,51.37099971734288,-0.10017598506483898,Coffee Shop
214,Albany Park,"Albany Park, Bexley",The Oval Tavern,51.37821703801175,-0.08757374051557965,Pub
215,Albany Park,"Albany Park, Bexley",Karnavar Restaurant,51.365488699667566,-0.09897044841981988,Indian Restaurant
216,Albany Park,"Albany Park, Bexley",The Tram Stop,51.380187656637844,-0.07337788601143598,Café
217,Albany Park,"Albany Park, Bexley",Scrumpchino's,51.37384678152949,-0.09859866699079116,Café
218,Albany Park,"Albany Park, Bexley",Holwood Farm,51.347445,0.043765,Coffee Shop
219,Albany Park,"Albany Park, Bexley",Miller & Carter,51.38346421925658,0.0025811885854893136,Steakhouse
220,Albany Park,"Albany Park, Bexley",Aqua Bar & Grill,51.36672805229652,-0.09894737644928685,Mediterranean Restaurant
221,Albany Park,"Albany Park, Bexley",The Gold Coast Bar & Restaurant,51.39177138157308,-0.06633652235879549,African Restaurant
222,Albany Park,"Albany Park, Bexley",Matthews Yard,51.37230273101925,-0.10126906985158975,Coffee Shop
223,Albany Park,"Albany Park, Bexley",David Lloyd Beckenham,51.39416286183639,-0.03709063358505084,Gym / Fitness Center
224,Albany Park,"Albany Park, Bexley",The White Bear,51.32516703560934,-0.006963114615167868,Pub
225,Albany Park,"Albany Park, Bexley",Little Bay,51.36221284124898,-0.09611178562925375,Eastern European Restaurant
226,Albany Park,"Albany Park, Bexley",Nando's,51.37280263847501,-0.10018278159571932,Portuguese Restaurant
227,Albany Park,"Albany Park, Bexley",Forbidden Planet,51.373321857688026,-0.10266473896997093,Bookstore
228,Albany Park,"Albany Park, Bexley",Coqfighter Chicken & Beer,51.37504365206947,-0.0935912005731379,Korean Restaurant
229,Albany Park,"Albany Park, Bexley",Park Hill,51.370400643177504,-0.09166717529296875,Park
230,Albany Park,"Albany Park, Bexley",Bao Bao,51.37498173152558,-0.09357690811157227,Asian Restaurant
231,Albany Park,"Albany Park, Bexley",Uncle Lim's Malaysian Kitchen,51.37521540025681,-0.10045385615353232,Malay Restaurant
232,Albany Park,"Albany Park, Bexley",Chilango,51.37489537450802,-0.09358763727531678,Burrito Place
233,Albany Park,"Albany Park, Bexley",Dog & Bull,51.373081096937405,-0.10148720048776085,Pub
234,Albany Park,"Albany Park, Bexley",The Gym,51.373910527090445,-0.09666983824066672,Gym / Fitness Center
235,Albany Park,"Albany Park, Bexley",Brgr&Beer,51.372336275901574,-0.1011514663696289,Burger Joint
236,Albany Park,"Albany Park, Bexley",Dragon Quest Adventure Golf,51.3911102535584,-0.05577566513000351,Mini Golf
237,Albany Park,"Albany Park, Bexley",Woldingham Golf Course,51.300189397381885,-0.051856364417972145,Golf Course
238,Albany Park,"Albany Park, Bexley",Marks & Spencer,51.37742262770705,-0.10201474754521415,Clothing Store
239,Albany Park,"Albany Park, Bexley",Preto,51.3724719646455,-0.10015847665116956,Brazilian Restaurant
240,Albany Park,"Albany Park, Bexley",UNIQLO,51.375919324675635,-0.10196685791015625,Clothing Store
241,Albany Park,"Albany Park, Bexley",Apatura,51.36675953865051,-0.098993,Mediterranean Restaurant
242,Albany Park,"Albany Park, Bexley",Galicia,51.36845757906705,-0.09927934900298166,Spanish Restaurant
243,Albany Park,"Albany Park, Bexley",Five Guys,51.37334926905838,-0.10018721222877502,Burger Joint
244,Albany Park,"Albany Park, Bexley",Afters,51.36560809311127,-0.09913980960845946,Ice Cream Shop
245,Albany Park,"Albany Park, Bexley",Anabella's Kitchen,51.3679313659668,-0.09913444519042969,Mediterranean Restaurant
246,Albany Park,"Albany Park, Bexley",Costa Coffee,51.37688807055742,-0.10194458376900135,Coffee Shop
247,Albany Park,"Albany Park, Bexley",The Breakfast Club,51.37475530606113,-0.09410865345151727,Breakfast Spot
248,Albany Park,"Albany Park, Bexley",Hampton by Hilton London Croydon,51.3777351972702,-0.09646115208186676,Hotel
249,Albany Park,"Albany Park, Bexley",Keston Wyevale Garden Centre,51.37022010752369,0.04041833954287877,Garden Center
250,Albany Park,"Albany Park, Bexley",The Treehouse,51.36521251522581,-0.09916231164202625,Pub
251,Albany Park,"Albany Park, Bexley",Smoothbean!,51.3750646220145,-0.09415403295238013,Coffee Shop
252,Albany Park,"Albany Park, Bexley",Bad Apple,51.37340265763354,-0.09930829526835787,Nightclub
253,Albany Park,"Albany Park, Bexley",Zara,51.37647630258857,-0.10173977039935732,Clothing Store
254,Albany Park,"Albany Park, Bexley",Sangri,51.36852191929014,-0.0992887201008723,Indian Restaurant
255,Albany Park,"Albany Park, Bexley",Thai Express UK,51.37502918435571,-0.0936379465804956,Thai Restaurant
256,Albany Park,"Albany Park, Bexley",The Crown & Pepper,51.36911896641011,-0.09955034051567693,Pub
257,Albany Park,"Albany Park, Bexley",PureGym Purley,51.34464739165369,-0.10547056137951942,Gym / Fitness Center
258,Albany Park,"Albany Park, Bexley",Co-op Food,51.34233,-0.016238,Grocery Store
259,Albany Park,"Albany Park, Bexley",Co-op Food,51.36963708388733,0.0011157989501953125,Grocery Store
260,Albany Park,"Albany Park, Bexley",Whyteleafe Park,51.31032631352596,-0.07638106153835758,Park
261,Albany Park,"Albany Park, Bexley",The Sir Julian Huxley (Wetherspoon),51.343511472324515,-0.06250814424049496,Pub
262,Albany Park,"Albany Park, Bexley",Costa Coffee,51.37743476521787,0.010562340933130299,Coffee Shop
263,Albany Park,"Albany Park, Bexley",BP,51.31343624057608,-0.08178929207456713,Gas Station
264,Albany Park,"Albany Park, Bexley",Greyhound,51.36265019820394,0.027592272281245504,Pub
